tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
711330	Rena humilis	2866191	0	live	CYTB		cytochrome b			MT	NC_005961.1	13926	15054	plus	0		
52224	Shinisaurus crocodilurus	2866172	0	live	CYTB		cytochrome b			MT	NC_005959.1	14610	15743	plus	0		
569598	Psammobates pardalis	3854473	0	live	CYTB		cytochrome b			MT	NC_007694.1	14233	15376	plus	0		
48683	Ardenna pacifica	67271271	0	live	CYTB	K8L72_mgp02	cytochrome b	cytochrome b		MT	NC_057528.1	13730	14872	plus	0		
1934105	Ardenna carneipes	67271233	0	live	CYTB	K8L43_mgp02	cytochrome b	cytochrome b		MT	NC_057527.1	13676	14818	plus	0		
54350	Etheostoma blennioides	65343346	0	live	CYTB	KQ531_mgp01	cytochrome b	cytochrome b		MT	NC_056396.1	14378	15518	plus	0		
79633	Oceanodroma tethys	62624850	0	live	CYTB	JR120_mgp02	cytochrome b	cytochrome b		MT	NC_052782.1	13661	14803	plus	0		
79653	Oceanites oceanicus	62624659	0	live	CYTB	JR119_mgp02	cytochrome b	cytochrome b		MT	NC_052777.1	13667	14809	plus	0		
52126	Pagodroma nivea	58911822	0	live	CYTB	ICH97_mgp02	cytochrome b	cytochrome b		MT	NC_050393.1	13673	14815	plus	0		
77222	Rousettus lanosus	54114986	0	live	CYTB	HGG27_mgp01	cytochrome b	cytochrome b		MT	NC_046934.1	14153	15292	plus	0		
77243	Myonycteris torquata	54114606	0	live	CYTB	HGG21_mgp01	cytochrome b	cytochrome b		MT	NC_046922.1	14178	15317	plus	0		
77242	Myonycteris relicta	54114568	0	live	CYTB	HGG22_mgp01	cytochrome b	cytochrome b		MT	NC_046921.1	14186	15325	plus	0		
58073	Megaloglossus woermanni	54114454	0	live	CYTB	HGG14_mgp01	cytochrome b	cytochrome b		MT	NC_046917.1	14173	15312	plus	0		
417941	Etheostoma trisella	54106785	0	live	CYTB	HGF91_mgp01	cytochrome b	cytochrome b		MT	NC_046748.1	14376	15516	plus	0		
1245035	Myonycteris leptodon	54105338	0	live	CYTB	HGF21_mgp01	cytochrome b	cytochrome b		MT	NC_046920.1	14178	15317	plus	0		
1245032	Megaloglossus azagnyi	54105300	0	live	CYTB	HGF22_mgp01	cytochrome b	cytochrome b		MT	NC_046916.1	14173	15312	plus	0		
37055	Daption capense	40866384	0	live	CYTB	FPH53_mgp02	cytochrome b	cytochrome b		MT	NC_043899.1	13680	14821	plus	0		
396710	Parantica aglea	40492242	0	live	CYTB	FKU45_mgp02	cytochrome b	cytochrome b		MT	NC_042670.1	10371	11519	plus	0		
32389	Pteromalus puparum	38344082	0	live	CYTB	EFH10_mgp12	cytochrome b	cytochrome b		MT	NC_039656.1	3610	4752	minus	0		
270332	Lepomis punctatus	35199092	0	live	CYTB	CWS90_mgp01	cytochrome b			MT	NC_036388.1	14376	15516	plus	0		
417927	Etheostoma jessiae	34569485	0	live	CYTB	CPT61_mgp01	cytochrome b			MT	NC_035944.1	14376	15516	plus	0		
162989	Etheostoma tallapoosae	33948817	0	live	CYTB	CNY23_mgp01	cytochrome b			MT	NC_035867.1	14379	15519	plus	0		
8182	Pomoxis nigromaculatus	26129387	0	live	CYTB	ASR03_gp01	cytochrome b			MT	NC_028298.1	14380	15520	plus	0		
5849	Plasmodium gallinaceum	4238516	0	live	cytb	PlgaOp03	apocytochrome b	apocytochrome b		MT	NC_008288.1	4795	5925	plus	0		
5854	Plasmodium reichenowi	800735	0	live	cytb	PlreoMp3	cytochrome b			MT	NC_002235.1	3492	4622	plus	0		
7446	Vespa mandarinia	58765775	0	live	CYTB	H8793_mgp02	cytochrome b	cytochrome b		MT	NC_050197.1	10968	12110	plus	0		
307131	Ceutorhynchus obstrictus	42269313	0	live	CYTB	GFC14_mgp02	cytochrome b	cytochrome b		MT	NC_045101.1	10412	11560	plus	0		
182910	Cardellina canadensis	39333211	0	live	CYTB	E2319_mgp02	cytochrome b	cytochrome b		MT	NC_041111.1	13687	14829	plus	0		
1854753	Thymallus baicalolenensis	32229247	0	live	CYTB	B9D78_mgp01	cytochrome b			MT	NC_034294.1	15381	16521	plus	0		
229061	Arothron stellatus	67138057	0	live	CYTB	KYV85_mgp01	cytochrome b	cytochrome b		MT	NC_056962.1	14354	15490	plus	0		
64185	Oncorhynchus gilae	67137866	0	live	CYTB	KYW91_mgp01, I0541_035	cytochrome b	cytochrome b		MT	NC_056957.1	14371	15511	plus	0		
394699	Sebastes norvegicus	67123022	0	live	CYTB	KYW45_mgp01	cytochrome b	cytochrome b		MT	NC_056783.1	14386	15526	plus	0		
72084	Sebastes maliger	67122984	0	live	CYTB	KYW81_mgp01	cytochrome b	cytochrome b		MT	NC_056782.1	14385	15525	plus	0		
394695	Sebastes melanostictus	67122830	0	live	CYTB	KYW46_mgp01	cytochrome b	cytochrome b		MT	NC_056778.1	14385	15525	plus	0		
426380	Thymallus baicalensis	65335951	0	live	CYTB	KQ499_mgp01	cytochrome b	cytochrome b		MT	NC_056306.1	14377	15517	plus	0		
990943	Callista chinensis	65324632	0	live	CYTB	KQ579_mgp09	cytochrome b	cytochrome b		MT	NC_056193.1	8425	9753	plus	0		
394708	Sebastes viviparus	62623623	0	live	CYTB	JR284_mgp01	cytochrome b	cytochrome b		MT	NC_052754.1	14386	15526	plus	0		
152109	Salvethymus svetovidovi	54106200	0	live	CYTB	HGG61_mgp01	cytochrome b	cytochrome b		MT	NC_046709.1	14381	15521	plus	0		
152107	Salvelinus elgyticus	54106162	0	live	CYTB	HGG62_mgp01	cytochrome b	cytochrome b		MT	NC_046707.1	14379	15519	plus	0		
152106	Salvelinus boganidae	54099221	0	live	CYTB	HGF01_mgp01	cytochrome b	cytochrome b		MT	NC_046706.1	14380	15520	plus	0		
884168	Coregonus migratorius	42439254	0	live	CYTB	GM586_mgp01	cytochrome b	cytochrome b		MT	NC_045227.1	14380	15520	plus	0		
214485	Sebastes aleutianus	38335156	0	live	CYTB	EFG55_mgp01	cytochrome b	cytochrome b		MT	NC_039779.1	14391	15531	plus	0		
72099	Sebastes rubrivinctus	38335080	0	live	CYTB	EFE92_mgp01	cytochrome b	cytochrome b		MT	NC_039777.1	14388	15528	plus	0		
36181	Coregonus artedi	35115266	0	live	CYTB	CXG09_mgp01, MTCYB	cytochrome b			MT	NC_036393.1	14379	15519	plus	0		
8040	Salvelinus namaycush	35115228	0	live	CYTB	CXG42_mgp01	cytochrome b			MT	NC_036392.1	14380	15520	plus	0		
394691	Sebastes fasciatus	34725353	0	live	CYTB	CSD19_mgp01	cytochrome b			MT	NC_036048.1	14386	15526	plus	0		
9622	Lycaon pictus	26219193	0	live	CYTB	AS317_gp01	cytochrome b			MT	NC_028427.1	14185	15324	plus	0		
105747	Sebastes thompsoni	25014963	0	live	CYTB	ADP46_gp01	cytochrome b			MT	NC_027447.1	14384	15524	plus	0		
201710	Sebastes vulpes	25014432	0	live	CYTB	ADP28_gp01	cytochrome b			MT	NC_027438.1	14395	15535	plus	0		
160818	Sebastes inermis	18267202	0	live	CYTB		cytochrome b			MT	NC_023456.1	14389	15529	plus	0		
201378	Thymallus grubii	17727925	0	live	CYTB		cytochrome b			MT	NC_022925.1	15381	16521	plus	0		
479643	Igernella notabilis	5846933	0	live	CYTB		cytochrome b			MT	NC_010216.1	7937	9082	plus	0		
1041945	Plakinastrella cf. onkodes DVL-2011	5846624	0	live	CYTB		cytochrome b			MT	NC_010217.1	14567	15742	plus	0		
289401	Aplysina fulva	5846578	0	live	CYTB		cytochrome b			MT	NC_010203.1	6739	7884	minus	0		
283497	Iotrochota birotulata	5846531	0	live	CYTB		cytochrome b			MT	NC_010207.1	5523	6680	plus	0		
178514	Amphimedon compressa	5846361	0	live	CYTB		cytochrome b			MT	NC_010201.1	12651	13799	plus	0		
279966	Oenanthe oenanthe	59443927	0	live	CYTB	IQH78_mgp02	cytochrome b	cytochrome b		MT	NC_051036.1	13681	14823	plus	0		
202808	Vespa velutina	33194921	0	live	CYTB	CEK07_mgp02	cytochrome b	cytochrome b		MT	NC_035146.2	11501	12643	plus	0		
238736	Melanotaenia praecox	27922627	0	live	CYTB	A9L05_gp01	cytochrome b			MT	NC_030253.1	14374	15513	plus	0		
120830	Melanotaenia parkinsoni	24143450	0	live	CYTB	YB86_gp01	cytochrome b			MT	NC_026904.1	14373	15512	plus	0		
221721	Jakoba bahamiensis	15333009	0	live	CYTB	L038_p01	cytochrome b			MT	NC_021126.1	2955	4133	minus	0		
2744267	Amaga expatria	67787449	0	live	CYTB	LCE03_mgp04	cytochrome b	cytochrome b		MT	NC_057980.1	12078	13193	plus	0		
138578	Tamerlania zarudnyi	67271977	0	live	CYTB	K8J56_mgp12	cytochrome b	cytochrome b		MT	NC_057537.1	738	1850	plus	0		
263722	Heterobothrium okamotoi	67158441	0	live	CYTB	K4Z14_mgp11	cytochrome b	cytochrome b		MT	NC_057207.1	2732	3898	plus	0		
189291	Meloidogyne graminicola	67122650	0	live	CYTB	KYV57_mgp05	cytochrome b	cytochrome b		MT	NC_056772.1	7633	8667	plus	0		
36227	Cercopithecus neglectus	65339173	0	live	CYTB	KQ517_mgp01	cytochrome b	cytochrome b		MT	NC_056341.1	14148	15288	plus	0		
2679966	Spirometra theileri	65337843	0	live	CYTB	KQ419_mgp11	cytochrome b	cytochrome b		MT	NC_056327.1	785	1894	plus	0		
341066	Scutogyrus longicornis	65323862	0	live	CYTB	KQ472_mgp12	cytochrome b	cytochrome b		MT	NC_056186.1	710	1786	plus	0		
1137937	Chelonoidis duncanensis	60235699	0	live	CYTB	I3K21_mgp01	cytochrome b	cytochrome b		MT	NC_051477.1	13719	14862	plus	0		
1702217	Diplostomum ardeae	55757914	0	live	CYTB	HXT74_mgp12	cytochrome b	cytochrome b		MT	NC_049068.1	748	1875	plus	0		
2593014	Enterogyrus malmbergi	55293706	0	live	CYTB	HRV46_mgp08	cytochrome b	cytochrome b		MT	NC_048529.1	8193	9269	plus	0		
2714089	Lyperosomum longicauda	55288048	0	live	CYTB	HRV43_mgp12	cytochrome b	cytochrome b		MT	NC_048467.1	733	1848	plus	0		
216970	Schistosoma indicum	54591561	0	live	CYTB	HJD33_mgp12	cytochrome b	cytochrome b		MT	NC_047240.1	835	1929	plus	0		
1659310	Angiostrongylus mackerrasae	44799089	0	live	CYTB	HCR98_mgp04	cytochrome b	cytochrome b		MT	NC_046586.1	10075	11184	plus	0		
1240673	Gangesia oligonchis	44789008	0	live	cytb	HCR81_mgp08	cytochrome b	cytochrome b		MT	NC_046386.1	7911	9008	plus	0		
168655	Plagiorchis maculosus	41698726	0	live	CYTB	FHN00_mgp12	cytochrome b	cytochrome b		MT	NC_042482.1	726	1838	plus	0		
2283839	Polyplacotoma mediterranea	39710137	0	live	CYTB	E6T01_mgp04	cytochrome b	cytochrome b		MT	NC_041549.1	12498	13658	minus	0		
325757	Meloidogyne oryzae	39703654	0	live	CYTB	E6T62_mgp02	cytochrome b	cytochrome b		MT	NC_041493.1	11956	12990	plus	0		
2067575	Cyathocotyle prussica	38335172	0	live	CYTB	EFG67_mgp12	cytochrome b	cytochrome b		MT	NC_039780.1	714	1829	plus	0		
2364639	Paruterina candelabraria	38279916	0	live	CYTB	D9W11_mgp08	cytochrome b	cytochrome b		MT	NC_039533.1	7582	8670	plus	0		
608002	Gyrodactylus nyanzae	37543573	0	live	CYTB	DXY94_mgp12	cytochrome b	cytochrome b		MT	NC_038214.1	713	1789	plus	0		
106947	Marshallagia marshalli	35116059	0	live	CYTB	CXG39_mgp04	cytochrome b			MT	NC_036409.1	10599	11710	plus	0		
864839	Anaphothrips obscurus	33869644	0	live	CYTB	CKN29_mgp09	cytochrome b			MT	NC_035510.1	4122	5222	plus	0		
2830794	Gigantidas platifrons	33373848	0	live	CYTB	CGW85_mgp10	cytochrome b	cytochrome b		MT	NC_035421.1	3881	5017	plus	0		
53327	Ancylostoma tubaeforme	32228964	0	live	CYTB	B9D63_mgp04	cytochrome b			MT	NC_034289.1	10404	11516	plus	0		
703462	Desmophyllum dianthus	32228335	0	live	CYTB	B9D56_mgp08	cytochrome b			MT	NC_034275.1	9188	10348	plus	0		
279403	Gnathostoma nipponicum	31413114	0	live	CYTB	B6K16_mgp08	cytochrome b			MT	NC_034239.1	7710	8778	plus	0		
1751714	Brachycladium goliath	27111133	0	live	CYTB	A3232_gp08	cytochrome b			MT	NC_029757.1	8768	9880	plus	0		
102285	Hymenolepis nana	26835174	0	live	CYTB	AYB93_gp05	cytochrome b			MT	NC_029245.1	10970	12067	plus	0		
2761625	Allodiplogaster sudhausi	26834749	0	live	CYTB	AYC05_gp04	cytochrome b	cytochrome b		MT	NC_029233.1	12595	13683	plus	0		
356393	Limnoperna fortunei	26520965	0	live	CYTB	AU123_gp11	cytochrome b			MT	NC_028706.1	4051	5184	plus	0		
10185	Castor fiber	26381952	0	live	CYTB	AEN85_gp01	cytochrome b			MT	NC_028625.1	14159	15298	plus	0		
451380	Passalurus ambiguus	26131261	0	live	CYTB	ASQ90_gp10	cytochrome b			MT	NC_028345.1	5923	7002	plus	0		
1480107	Pseudanoplocephala crawfordi	26130844	0	live	CYTB	ASR46_gp08	cytochrome b			MT	NC_028334.1	8161	9255	plus	0		
9923	Capra aegagrus	26118955	0	live	CYTB	ASK52_gp01	cytochrome b			MT	NC_028161.1	14112	15440	plus	0		
674132	Metorchis orientalis	26043008	0	live	CYTB	APQ67_gp12	cytochrome b			MT	NC_028008.1	754	1866	plus	0		
762070	Gastrothylax crumenifer	25768106	0	live	CYTB	AOB77_gp12	cytochrome b			MT	NC_027833.1	717	1829	plus	0		
75299	Gnathostoma spinigerum	25396431	0	live	CYTB	AL385_gp08	cytochrome b			MT	NC_027726.1	7648	8721	plus	0		
36930	Saccostrea cucullata	25396332	0	live	CYTB	AL366_gp11	cytochrome b			MT	NC_027724.1	4087	5196	plus	0		
1520506	Obama sp. MAP-2014	24250581	0	live	CYTB	AAW74_gp01	cytochrome b	cytochrome b		MT	NC_026978.1				0		
55718	Loliolus uyii	23765091	0	live	CYTB		cytochrome b			MT	NC_026724.1	1315	2454	minus	0		
80830	Tridacna squamosa	23630541	0	live	CYTB		cytochrome b			MT	NC_026558.1	16797	18015	plus	0		
449650	Southwellina hispida	23629316	0	live	CYTB		cytochrome b			MT	NC_026516.1	9145	10248	plus	0		
94826	Perna perna	22974660	0	live	CYTB		cytochrome b			MT	NC_026288.1	14417	15574	plus	0		
516032	Didemnum vexillum	22833564	0	live	CYTB		cytochrome b			MT	NC_026107.1	5703	6791	plus	0		
220873	Tegillarca granosa	22833077	0	live	CYTB		cytochrome b			MT	NC_026081.1	7743	8963	plus	0		
1561998	Caenorhabditis tropicalis	22283091	0	live	CYTB		cytochrome b			MT	NC_025756.1	4641	5753	plus	0		
550478	Liposcelis entomophila	22158031	0	live	CYTB		cytochrome b			I	NC_025503.1	5812	6879	minus	0		
378106	Philometroides sanguineus	20465860	0	live	CYTB		cytochrome b			MT	NC_024931.1	2537	3638	plus	0		
6257	Parascaris univalens	20357338	0	live	CYTB		cytochrome b			MT	NC_024884.1	10581	11675	plus	0		
1415179	Paragyrodactylus variegatus	20160615	0	live	CYTB		cytochrome b			MT	NC_024754.1	719	1798	plus	0		
42192	Mytilus coruscus	20159221	0	live	CYTB		cytochrome b			MT	NC_024733.1	1182	2489	plus	0		
1519083	Parafilaroides normani	20004800	0	live	CYTB		cytochrome b			MT	NC_024656.1	10142	11245	plus	0		
106324	Contracaecum osculatum	19099542	0	live	CYTB		cytochrome b			MT	NC_024037.1	10494	11600	plus	0		
46835	Fasciola gigantica	19019213	0	live	CYTB		cytochrome b			MT	NC_024025.1	715	1827	plus	0		
1423137	Chabertia erschowi	18667315	0	live	CYTB		cytochrome b			MT	NC_023782.1	10404	11516	plus	0		
59264	Toxascaris leonina	18489709	0	live	CYTB		cytochrome b			MT	NC_023504.1	10988	12082	plus	0		
321386	Protostrongylus rufescens	18129800	0	live	CYTB		cytochrome b			MT	NC_023262.1	10352	11455	plus	0		
6326	Bursaphelenchus xylophilus	18126255	0	live	CYTB		cytochrome b			MT	NC_023208.1	9866	10967	plus	0		
762801	Paramphistomum cervi	17961298	0	live	CYTB		cytochrome b			MT	NC_023095.1	720	1832	plus	0		
935648	Pallisentis celatus	17727839	0	live	CYTB		cytochrome b			MT	NC_022921.1	8261	9349	plus	0		
59239	Arctica islandica	17427976	0	live	CYTB		cytochrome b			MT	NC_022709.1	12959	14078	plus	0		
235153	Haplorchis taichui	17046895	0	live	CYTB		cytochrome b			MT	NC_022433.1	732	1841	plus	0		
2302425	Mactra antiquata	15822055	0	live	CYTB		cytochrome b	cytochrome b		MT	NC_021375.1	6599	7880	plus	0		
304461	Spirocerca lupi	15333409	0	live	CYTB		cytochrome b			MT	NC_021135.1	2315	3397	plus	0		
6325	Bursaphelenchus mucronatus	15332623	0	live	CYTB		cytochrome b			MT	NC_021120.1	9869	10970	plus	0		
519353	Echinococcus equinus	14659853	0	live	CYTB		cytochrome b			MT	NC_020374.1	2987	4054	plus	0		
321389	Aelurostrongylus abstrusus	14048199	0	live	CYTB		cytochrome b			MT	NC_019571.1	10706	11809	plus	0		
321387	Angiostrongylus vasorum	13621024	0	live	CYTB		cytochrome b			MT	NC_018602.1	10212	11321	plus	0		
103827	Thelazia callipaeda	13435567	0	live	CYTB		cytochrome b			MT	NC_018363.1	2315	3397	plus	0		
1086615	Pseudochauhanea macrorchis	11816488	0	live	CYTB		cytochrome b			MT	NC_016950.1	4766	5926	plus	0		
1100885	Oncicola luehei	11547970	0	live	CYTB		cytochrome b			MT	NC_016754.1	8331	9430	plus	0		
6259	Baylisascaris procyonis	11341447	0	live	CYTB		cytochrome b			MT	NC_016200.1	5362	6468	plus	0		
512019	Pelophylax chosenicus	11256248	0	live	CYTB		cytochrome b			MT	NC_016059.1	17215	18357	plus	0		
1004784	Polylabris halichoeres	11256242	0	live	CYTB		cytochrome b			MT	NC_016057.1	5333	6505	plus	0		
365325	Tubulipora flabellaris	10751843	0	live	CYTB		cytochrome b			MT	NC_015646.1	9406	10500	minus	0		
174260	Desmophyllum pertusum	10221367	0	live	CYTB		cytochrome b			MT	NC_015143.1	9007	10167	plus	0		
84072	Symsagittifera roscoffensis	9829954	0	live	CYTB		cytochrome b			MT	NC_014578.1	11721	12881	minus	0		
231624	Rotaria rotatoria	8656202	0	live	CYTB		cytochrome b			MT	NC_013568.1	4798	5883	plus	0		
587282	Leucocytozoon fringillinarum	7671964	0	live	cytb	LefroM_p3	cytochrome b			MT	NC_012451.1	3517	4647	plus	0		
379413	Leucocytozoon majoris	7671960	0	live	cytb	LemaoM_p3	cytochrome b			MT	NC_012450.1	3509	4639	plus	0		
77522	Haemoproteus columbae	7671942	0	live	cytb	HacooM_p3	cytochrome b			MT	NC_012448.1	3526	4653	plus	0		
587285	Parahaemoproteus vireonis	7671881	0	live	cytb	PavioM_p3	cytochrome b			MT	NC_012447.1	3518	4638	plus	0		
5857	Plasmodium fragile	7668574	0	live	cytb	PlfroM_p3	cytochrome b	cytochrome b		MT	NC_012369.1	4770	5900	plus	0		
10195	Brachionus plicatilis	6054831	0	live	CYTB		cytochrome b			MT	NC_010472.1				0		
385555	Acanthocardia tuberculata	4363480	0	live	CYTB		cytochrome b			MT	NC_008452.1	10075	11232	plus	0		
5859	Plasmodium simium	3562411	0	live	cytb	PlsioMp3	cytochrome B			MT	NC_007233.1	4783	5913	plus	0		
126793	Plasmodium vivax Sal-1	3562407	0	live	cytb	PlvioMp3	cytochrome b			MT	NC_007243.1	4783	5931	plus	0		
5850	Plasmodium knowlesi	3562403	0	live	cytb	PlknoMp3	cytochrome B			MT	NC_007232.1	4750	5880	plus	0		
60532	Leptorhynchoides thecatus	3332212	0	live	CYTB		cytochrome b			MT	NC_006892.1	8206	9322	plus	0		
208518	Xiphinema americanum	2847094	0	live	CYTB		cytochrome b			MT	NC_005928.1	10596	11696	minus	0		
8508	Sphenodon punctatus	807557	0	live	CYTB		cytochrome b			MT	NC_004815.1	10390	11532	plus	0		
349646	Pseudocaranx dentex	68670917	0	live	CYTB	LKY77_mgp13	cytochrome b	cytochrome b		MT	NC_058961.1	879	2019	minus	0		
8924	Vultur gryphus	68626095	0	live	CYTB	LK158_mgp02	cytochrome b	cytochrome b		MT	NC_058600.1	14886	16029	plus	0		
1414479	Ostorhinchus fasciatus	68211255	0	live	CYTB	LI371_mgp01	cytochrome b	cytochrome b		MT	NC_058293.1	14385	15525	plus	0		
1189287	Drawida gisti	68210511	0	live	CYTB	LI379_mgp09	cytochrome b	cytochrome b		MT	NC_058285.1	3965	5104	plus	0		
2743191	Chiridota heheva	68206846	0	live	CYTB	LI417_mgp08	cytochrome b	cytochrome b		MT	NC_058250.1	7482	8633	minus	0		
63660	Ixodes nipponensis	68206075	0	live	CYTB	LI388_mgp02	cytochrome b	cytochrome b		MT	NC_058242.1	9823	10903	plus	0		
586829	Lactoria cornuta	67787482	0	live	CYTB	LCD77_mgp01	cytochrome b	cytochrome b		MT	NC_057981.1	14381	15521	plus	0		
1449802	Dasyatis tortonesei	67787235	0	live	CYTB	LCD63_mgp01	cytochrome b	cytochrome b		MT	NC_057977.1	14445	15589	plus	0		
2756213	Anopheles maverlius	67786364	0	live	CYTB	LCE00_mgp02	cytochrome b	cytochrome b		MT	NC_057959.1	10402	11538	plus	0		
9887	Muntiacus vaginalis	67282181	0	live	CYTB	K8J90_mgp01	cytochrome b	cytochrome b		MT	NC_057642.1	14155	15294	plus	0		
154629	Doriprismatica atromarginata	67278915	0	live	CYTB	K8J51_mgp09	cytochrome b	cytochrome b		MT	NC_057611.1	6411	7533	plus	0		
227537	Anthocharis scolymus	67274137	0	live	CYTB	K8K88_mgp02	cytochrome b	cytochrome b		MT	NC_057569.1	10459	11613	plus	0		
2811511	Nemoura meniscata	67270416	0	live	CYTB	K8K57_mgp02	cytochrome b	cytochrome b		MT	NC_057513.1	10404	11540	plus	0		
2811512	Sphaeronemoura elephas	67270377	0	live	CYTB	K8K56_mgp02	cytochrome b	cytochrome b		MT	NC_057512.1	10408	11544	plus	0		
30019	Drosophila busckii	67269681	0	live	CYTB	K8K38_mgp02	cytochrome b	cytochrome b		MT	NC_057505.1	10465	11601	plus	0		
667449	Mythimna loreyi	67269240	0	live	CYTB	K8L52_mgp02	cytochrome b	cytochrome b		MT	NC_057500.1	10566	11714	plus	0		
378308	Jesogammarus hinumensis	67268925	0	live	CYTB	K8K15_mgp05	cytochrome b	cytochrome b		MT	NC_057497.1	8857	9987	plus	0		
341114	Cobitis macrostigma	67268528	0	live	CYTB	K8K25_mgp01	cytochrome b	cytochrome b		MT	NC_057493.1	14441	15581	plus	0		
7946	Muraenesox cinereus	67268466	0	live	CYTB	K8K95_mgp02	cytochrome b	cytochrome b		MT	NC_057492.1	13926	15065	plus	0		
220121	Macrophthalmus abbreviatus	67267315	0	live	CYTB	K8L24_mgp03	cytochrome b	cytochrome b		MT	NC_057472.1	13826	14960	plus	0		
2866655	Bubalus arnee	67263522	0	live	CYTB	K8K41_mgp01	cytochrome b	cytochrome b		MT	NC_057438.1	14529	15668	plus	0		
2810320	Phyllophorella liuwutiensis	67263481	0	live	CYTB	K8K59_mgp01	cytochrome b	cytochrome b		MT	NC_057437.1	13116	14255	plus	0		
2810149	Flavoperla hatakeyamae	67263421	0	live	CYTB	K8K63_mgp02	cytochrome b	cytochrome b		MT	NC_057436.1	10402	11538	plus	0		
118798	Platanista gangetica	67263146	0	live	CYTB	K8J73_mgp01	cytochrome b	cytochrome b		MT	NC_057433.1	14186	15325	plus	0		
2810185	Sesia siningensis	67167386	0	live	CYTB	K4X98_mgp02	cytochrome b	cytochrome b		MT	NC_057306.1	10582	11709	plus	0		
1088304	Theretra oldenlandiae	67167252	0	live	CYTB	K4Y33_mgp02	cytochrome b	cytochrome b		MT	NC_057303.1	10464	11612	plus	0		
2570576	Perlesta teaysia	67165094	0	live	CYTB	K4Z17_mgp02	cytochrome b	cytochrome b		MT	NC_057281.1	10403	11539	plus	0		
2810020	Paragnetina indentata	67165057	0	live	CYTB	K4X99_mgp02	cytochrome b	cytochrome b		MT	NC_057280.1	10420	11556	plus	0		
1470695	Opatrum sabulosum	67164368	0	live	CYTB	K4Y59_mgp02	cytochrome b	cytochrome b		MT	NC_057274.1	10299	11435	plus	0		
268772	Blarinella griselda	67164316	0	live	CYTB	K4Z10_mgp01	cytochrome b	cytochrome b		MT	NC_057272.1	14174	15313	plus	0		
2496085	Dopasia hainanensis	67163899	0	live	CYTB	K4Z21_mgp01	cytochrome b	cytochrome b		MT	NC_057268.1	14172	15307	plus	0		
2069294	Pygoluciola qingyu	67163059	0	live	CYTB	K4Y74_mgp02	cytochrome b	cytochrome b		MT	NC_057261.1	10303	11436	plus	0		
1453301	Physosmaragdina nigrifrons	67162983	0	live	CYTB	K4Y62_mgp02	cytochrome b	cytochrome b		MT	NC_057259.1	10345	11484	plus	0		
365581	Pangasius sanitwongsei	67162706	0	live	CYTB	K4Z65_mgp01	cytochrome b	cytochrome b		MT	NC_057256.1	14372	15509	plus	0		
934886	Pasiphila chloerata	67162151	0	live	CYTB	K4021_mgp02	cytochrome b	cytochrome b		MT	NC_057249.1	10436	11584	plus	0		
241303	Hemigymnus melapterus	67161571	0	live	CYTB	K4Z26_mgp01	cytochrome b	cytochrome b		MT	NC_057241.1	14397	15537	plus	0		
435160	Leiognathus ruconius	67159810	0	live	CYTB	K4Z73_mgp01	cytochrome b	cytochrome b		MT	NC_057225.1	14398	15538	plus	0		
450904	Conwentzia sinica	67159273	0	live	CYTB	K4Z68_mgp02	cytochrome b	cytochrome b		MT	NC_057219.1	10260	11399	plus	0		
70438	Channichthys rhinoceratus	67148623	0	live	CYTB	K4X70_mgp02	cytochrome b	cytochrome b		MT	NC_057120.1	13921	15061	plus	0		
2419779	Analcellicampa danfengensis	67147289	0	live	CYTB	K4Z25_mgp02	cytochrome b	cytochrome b		MT	NC_057102.1	11098	12234	plus	0		
2804203	Semnopithecus schistaceus	67147200	0	live	CYTB	K4Z51_mgp01	cytochrome b	cytochrome b		MT	NC_057099.1	14185	15325	plus	0		
86381	Potamotrygon orbignyi	67147029	0	live	CYTB	K4026_mgp01	cytochrome b	cytochrome b		MT	NC_057097.1	14396	15538	plus	0		
633651	Eudiscopus denticulus	67146648	0	live	CYTB	K4Z99_mgp01	cytochrome b	cytochrome b		MT	NC_057092.1	15207	16346	plus	0		
355527	Plautia crossota	67145478	0	live	CYTB	K4X87_mgp02	cytochrome b	cytochrome b		MT	NC_057080.1	10309	11445	plus	0		
8197	Lycodes polaris	67144906	0	live	CYTB	K4035_mgp01	cytochrome b	cytochrome b		MT	NC_057073.1	14384	15524	plus	0		
1524606	Sclomina erinacea	67141223	0	live	CYTB	KYW93_mgp02	cytochrome b	cytochrome b		MT	NC_056990.1	10396	11532	plus	0		
1132478	Chroicocephalus saundersi	67122729	0	live	CYTB	KYU79_mgp02	cytochrome b	cytochrome b		MT	NC_056775.1	13664	14806	plus	0		
36802	Crocidura russula	67122584	0	live	CYTB	KYW49_mgp13	cytochrome b	cytochrome b		MT	NC_056768.1	14171	15300	plus	0		
418655	Dinaromys bogdanovi	65342849	0	live	CYTB	KQ501_mgp01	cytochrome b	cytochrome b		MT	NC_056388.1	14116	15258	plus	0		
185825	Pantala flavescens	65340300	0	live	CYTB	KQ352_mgp02	cytochrome b	cytochrome b		MT	NC_056355.1	10344	11477	plus	0		
1310311	Oyamia nigribasis	65334254	0	live	CYTB	KQ614_mgp02	cytochrome b	cytochrome b		MT	NC_056285.1	10407	11543	plus	0		
